Employee_ID,Name,Department,Company_ID,Job_Title,Seniority_Level,Education_Level,Work_Location,Newsletter_Subscription,Campaign_Response_Rate (%),Tenure_Years,Event_Attendance,Influence_Score,Decision_Maker_Flag,Preferred_Contact_Method,Language,Last_Contact_Date,Next_Followup_Date,Owner_Rep,Active_Flag,Data_Source,y
E00136,B**** K*******,Marketing,C0393,Marketing Specialist,Junior,Master,Remote,No,25.0,1.0,2.0,25.0,No,LinkedIn,Turkish,2024-05-13,2024-05-23,H**** N*******,Yes,Webinar,1
E00137,L**** Y*******,Sales,C0553,Sales Executive,Mid,Bachelor,Factory,Yes,6.0,4.0,2.0,72.0,No,Phone,Turkish,2024-04-29,2024-05-04,B**** K*******,Yes,CRM,1
E00138,E**** P*******,Marketing,C0385,Marketing Specialist,Director,Bachelor,Office,No,22.0,14.0,4.0,92.0,Yes,Phone,Turkish,2024-06-10,2024-06-25,B**** K*******,Yes,CRM,1
E00139,C**** D*******,Engineering,C0447,Process Engineer,Senior,Bachelor,Factory,No,3.0,6.0,1.0,52.0,No,Email,Turkish,2024-04-23,2024-05-12,E**** T*******,Yes,LinkedIn,1
E00140,N**** U*******,Management,C0351,Operations Director,Mid,Master,Remote,No,8.0,6.0,0.0,68.0,Yes,Email,Turkish,2024-02-26,2024-03-17,D**** S*******,Yes,Fair,1
E00141,E**** O*******,Quality,C0617,QA Specialist,Senior,Master,Office,Yes,4.0,8.0,1.0,33.0,No,Email,Turkish,2024-05-12,2024-05-21,H**** N*******,Yes,CRM,1
E00142,Z**** C*******,Procurement,C0609,Strategic Buyer,Senior,Master,Office,Yes,4.0,10.0,0.0,57.0,Yes,Phone,Turkish,2024-06-04,2024-06-17,G**** R*******,Yes,CRM,1
E00143,B**** C*******,Sales,C0087,Sales Executive,Senior,Bachelor,Office,No,14.0,7.0,2.0,60.0,No,Email,Turkish,2024-05-24,2024-06-07,A**** Y*******,Yes,CRM,1
E00144,Z**** C*******,Marketing,C0702,Growth Marketer,Senior,PhD,Office,Yes,32.0,9.0,4.0,68.0,No,Phone,English,2024-02-23,2024-03-14,A**** Y*******,Yes,CRM,1
E00145,N**** O*******,Procurement,C048,Procurement Manager,MID,Master,Office,NO,0.0,6.0,2.0,,Yes,Email,English,2024-06-27,2024-06-16,E**** T*******,Yes,Webinar,0
E00146,A**** U*******,Mnagement,C0087,Operations Manager,Director,Master,Office,No,0.0,13.0,0.0,,Yes,Phone,English,unknown,2024-03-19,E**** T*******,Yes,Fair,0
E00147,C**** D*******,Sales,C0376,Key Account Executive,Mid,Bachelor,Office,Yes,17.0,5.0,1.0,67.0,No,Email,English,2024-06-15,2024-06-24,B**** K*******,Yes,Email Campaign,1
E00148,C**** K*******,Engineering,C0206,Quality-by-Design Engineer,Mid,Bachelor,Office,No,3.0,5.0,0.0,42.0,No,Phone,Turkish,2024-08-06,2024-08-24,A**** Y*******,No,CRM,1
E00149,T**** U*******,IT,C0654,Systems Engineer,Mid,Master,Factory,Yes,3.0,2.0,2.0,34.0,No,Email,Turkish,2024-05-25,2024-06-18,B**** K*******,Yes,CRM,1
E00150,N**** A*******,Production,C0577,Production Planner,Junior,PhD,Office,Yes,6.0,2.0,1.0,23.0,No,Phone,English,2024-05-13,2024-06-10,E**** T*******,No,CRM,1
E00151,K**** C*******,Marketing,C0575,Marketing Specialist,Mid,Bachelor,Remote,Yes,18.0,3.0,3.0,22.0,No,Email,English,2024-06-29,2024-07-23,A**** Y*******,Yes,LinkedIn,1
E00152,Z**** A*******,Marketing,C0016,Marketing Specialist,Mid,Bachelor,Office,Yes,14.0,5.0,1.0,39.0,No,Email,Turkish,2024-03-08,2024-03-30,D**** S*******,Yes,Webinar,1
E00153,E**** O*******,Operations,C0298,Data Centre Operator,Junior,Bachelor,Office,No,0.0,2.0,1.0,33.0,No,Email,English,2024-04-17,2024-05-14,B**** K*******,Yes,CRM,0
E00154,B**** A*******,Engineering,C0518,Electrical Engineer,Mid,Master,Office,Yes,0.0,6.0,1.0,59.0,No,Phone,Turkish,2024-04-03,2024-04-17,B**** K*******,Yes,Webinar,0
E00155,E**** A*******,Production,C0131,Plant Supervisor,Director,PhD,Office,No,0.0,8.0,2.0,74.0,Yes,Phone,Turkish,2024-08-12,2024-09-04,F**** O*******,Yes,CRM,0
E00156,C**** S*******,Marketing,C0257,Marketing Specialist,Mid,PhD,Factory,No,18.0,3.0,1.0,58.0,No,Phone,Turkish,2024-08-22,2024-08-29,H**** N*******,Yes,CRM,1
E00157,C**** A*******,Sales,C0295,Sales Executive,Mid,Master,Factory,No,17.0,3.0,4.0,75.0,Yes,Email,Turkish,2024-05-21,2024-05-30,A**** Y*******,Yes,CRM,1
E00158,B**** A*******,Productin,C0523,Production Planner,Mid,Master,Factory,Yes,7.0,,0.0,60.0,No,Email,English,2024-03-06,2024-02-19,D**** S*******,Yes,CRM,1
E00159,E**** D*******,Procurement,C0554,Procurement Analyst,Mid,Bachelor,Office,No,5.0,4.0,2.0,36.0,No,Events,English,2024-06-20,2024-06-29,C**** D*******,Yes,Webinar,1
E00160,B**** K*******,Marketing,C0533,Growth Marketer,Junior,Bachelor,Office,Yes,20.0,0.0,5.0,68.0,No,Events,English,2024-07-02,2024-07-28,C**** D*******,Yes,Fair,1
E00161,E**** U*******,Marketing,C0699,Growth Marketer,Junior,Bachelor,Office,No,20.0,0.0,5.0,35.0,No,Email,English,2024-05-17,2024-06-09,H**** N*******,Yes,Webinar,1
E00162,D**** D*******,Procurement,C0312,Procurement Analyst,Mid,Bachelor,Office,No,1.0,5.0,0.0,41.0,No,Email,Turkish,2024-07-02,2024-07-10,H**** N*******,Yes,CRM,1
E00163,S**** C*******,Engineering,C0663,Process Engineer,Director,Master,Office,Yes,0.0,13.0,1.0,47.0,No,Email,Turkish,2024-04-05,2024-04-12,B**** K*******,Yes,CRM,0
E00164,A**** Y*******,Engineering,C0670,Process Engineer,Senior,Bachelor,Field,No,9.0,6.0,2.0,86.0,No,Email,Turkish,2024-03-27,2024-04-10,H**** N*******,Yes,Webinar,1
E00165,L**** K*******,Management,C0556,Country Manager,Mid,Bachelor,Field,Yes,3.0,6.0,0.0,62.0,No,LinkedIn,English,2024-08-07,2024-08-17,G**** R*******,Yes,CRM,1
E00166,T**** K*******,IT,C0585,Systems Engineer,Junior,Bachelor,Office,No,4.0,0.0,2.0,61.0,No,Email,English,2024-02-11,2024-02-26,E**** T*******,Yes,Email Campaign,1
E00167,O**** C*******,Production,C0132,Production Planner,Senior,Master,Office,Yes,6.0,11.0,1.0,45.0,Yes,Events,English,2024-03-30,2024-04-11,E**** T*******,Yes,CRM,1
E00168,B**** A*******,Marketing,C0553,Brand Manager,Director,Bachelor,Office,Yes,28.0,10.0,4.0,40.0,No,Events,Turkish,2024-04-29,2024-05-09,A**** Y*******,Yes,CRM,1
E00169,C**** Y*******,Procurement,C0401,Procurement Manager,Director,Bachelor,Office,No,0.0,10.0,1.0,96.0,Yes,Email,English,2024-06-02,2024-06-11,C**** D*******,Yes,Webinar,0
E00170,L**** A*******,Management,C0005,Operations Manager,Senior,PhD,Office,Yes,2.0,6.0,2.0,93.0,Yes,Email,Turkish,2024-07-14,2024-08-09,G**** R*******,Yes,CRM,1
E00171,Z**** A*******,Procurement,C0723,Strategic Buyer,Mid,Bachelor,Factory,No,0.0,,1.0,84.0,No,Email,English,2024-05-01,2024-05-11,b**** k*******,Yes,EmailzCampaign,0
E00172,D**** U*******,Production,C0230,Production Engineer,Senior,High School,Office,No,9.0,11.0,2.0,74.0,No,Phone,Turkish,2024-02-18,2024-03-19,B**** K*******,Yes,Fair,1
E00173,M**** A*******,Sales,C0546,Key Account Executive,Junior,Master,Field,Yes,8.0,2.0,3.0,47.0,No,Email,English,2024-05-04,2024-05-28,G**** R*******,Yes,Webinar,1
E00174,Z**** K*******,IT,C0502,Systems Engineer,Junior,Master,Office,No,3.0,1.0,0.0,20.0,No,Email,Turkish,2024-09-08,2024-09-16,B**** K*******,Yes,Email Campaign,1
E00175,B**** U*******,Operations,C0706,Logistics Coordinator,Mid,,Office,No,5.0,5.0,0.0,23.0,No,Events,Trkish,2024-05-23,2024-06-12,E**** T*******,Yes,CRM,1
E00176,B**** C*******,Procurement,C0719,Procurement Manager,Senior,Master,Office,Yes,0.0,6.0,0.0,71.0,No,Email,English,2024-05-31,2024-06-16,F**** O*******,Yes,Webinar,0
E00177,E**** K*******,Management,C0358,Country Manager,Mid,Bachelor,Field,Yes,3.0,2.0,2.0,67.0,Yes,Email,Turkish,2024-03-24,2024-04-05,C**** D*******,Yes,CRM,1
E00178,O**** K*******,Procurement,C0414,Procurement Analyst,Junior,Master,Remote,Yes,0.0,1.0,0.0,55.0,No,LinkedIn,Turkish,2024-01-12,2024-01-27,D**** S*******,Yes,Webinar,0
E00179,L**** C*******,IT,C0042,Network Engineer,Mid,Bachelor,Office,Yes,0.0,6.0,2.0,32.0,No,Phone,English,2024-08-31,2024-09-12,C**** D*******,Yes,CRM,0
E00180,L**** C*******,Management,C0534,Operations Director,Mid,Master,Office,No,6.0,2.0,1.0,69.0,No,Events,Turkish,2024-06-08,2024-06-21,G**** R*******,Yes,CRM,1
E00181,A**** A*******,Sales,C0210,Key Account Executive,Junior,Master,Office,Yes,29.0,0.0,1.0,60.0,No,LinkedIn,Turkish,2024-07-23,2024-08-20,E**** T*******,Yes,Fair,1
E00182,C**** O*******,Production,C0086,Production Engineer,Junior,Bachelor,Office,Yes,2.0,0.0,2.0,62.0,No,LinkedIn,English,2024-03-15,2024-03-25,A**** Y*******,Yes,CRM,1
E00183,E**** D*******,Operations,C0299,Ops Coordinator,Director,Master,Factory,Yes,2.0,9.0,0.0,62.0,No,Email,English,2024-07-18,2024-08-03,G**** R*******,Yes,CRM,1
E00184,S**** Y*******,Management,C0199,Operations Director,Mid,Bachelor,Field,Yes,2.0,4.0,2.0,49.0,No,Email,English,2024-01-10,2024-02-09,H**** N*******,Yes,CRM,1
E00185,S**** K*******,IT,C0279,Software Developer,Junior,Bachelor,Office,Yes,3.0,2.0,0.0,37.0,No,Email,English,2024-08-10,2024-08-25,F**** O*******,Yes,CRM,1
E00186,E**** A*******,Sales,C0479,Account Manager,Mid,Bachelor,Office,Yes,17.0,3.0,3.0,73.0,No,Email,Turkish,2024-04-13,2024-05-09,A**** Y*******,Yes,CRM,1
E00187,E**** K*******,Operations,C0555,Data Centre Operator,Junior,Bachelor,Remote,Yes,5.0,2.0,1.0,51.0,No,Phone,Turkish,2024-09-02,2024-09-16,A**** Y*******,Yes,CRM,1
E00188,M**** K*******,Quality,C0530,QA Technician,Mid,Master,Office,Yes,4.0,5.0,1.0,74.0,No,LinkedIn,Turkish,2024-08-27,2024-09-07,A**** Y*******,Yes,Fair,1
E00189,C**** D*******,Engineering,C0719,Mechanical Engineer,Mid,Bachelor,Office,No,5.0,4.0,2.0,62.0,No,LinkedIn,Turkish,2024-01-03,2024-01-21,B**** K*******,No,LinkedIn,1
E00190,B**** P*******,Quality,C0170,QA Technician,Senior,Bachelor,Remote,No,9.0,11.0,2.0,61.0,No,LinkedIn,Turkish,2024-07-24,2024-08-01,C**** D*******,Yes,CRM,1
E00191,T**** K*******,Management,C0107,Plant Manager,Director,PhD,Factory,Yes,0.0,9.0,0.0,90.0,No,Phone,Turkish,2024-03-03,2024-03-13,H**** N*******,Yes,CRM,0
E00192,C**** A*******,Sales,C0153,Sales Manager,Mid,PhD,Office,Yes,21.0,2.0,4.0,38.0,Yes,Phone,Turkish,2024-02-14,2024-02-27,H**** N*******,Yes,Email Campaign,1
E00193,E**** C*******,IT,C0557,Systems Engineer,Junior,Bachelor,Office,No,4.0,1.0,2.0,36.0,No,Email,Turkish,2024-09-22,2024-09-29,E**** T*******,Yes,CRM,1
E00194,O**** Y*******,Operations,C0004,Logistics Coordinator,Mid,Master,Office,Yes,3.0,2.0,2.0,68.0,No,LinkedIn,Turkish,2024-04-10,2024-04-30,A**** Y*******,Yes,CRM,1
E00195,E**** Y*******,Marketing,C0219,Digital Marketing Executive,Mid,Bachelor,Office,No,27.0,4.0,3.0,7.0,No,LinkedIn,Turkish,2024-06-19,2024-07-17,H**** N*******,Yes,CRM,1
E00196,C**** O*******,Operations,C0655,Data Centre Operator,Mid,Bachelor,Office,No,5.0,3.0,1.0,71.0,No,Email,English,2024-06-19,2024-07-13,G**** R*******,Yes,CRM,1
E00197,D**** K*******,Sales,C0107,Key Account Executive,Mid,Bachelor,Office,No,27.0,4.0,3.0,48.0,No,Phone,Turkish,2024-08-01,2024-08-06,E**** T*******,Yes,CRM,1
E00198,A**** A*******,Sales,C0389,Sales Executive,Junior,Bachelor,Factory,Yes,19.0,1.0,5.0,98.0,No,LinkedIn,Turkish,2024-07-28,2024-08-20,G**** R*******,Yes,CRM,1
E00199,C**** D*******,Production,C007r,Plant Supervisor,Mid,Bachelor,Office,No,0.0,2.0,1.0,59.0,No,Email,Turkish,2024-06-20,2024-07-07,c**** d*******,Yes,CRM,0
E00200,T**** D*******,Sales,C0298,Territory Sales Rep,Senior,Bachelor,Office,No,19.0,6.0,4.0,45.0,No,LinkedIn,English,2024-07-16,2024-07-31,C**** D*******,Yes,CRM,1
E00201,S**** K*******,Production,C0613,Production Planner,Director,Bachelor,Factory,Yes,5.0,11.0,0.0,78.0,No,Phone,Turkish,2024-03-17,2024-04-08,B**** K*******,Yes,Webinar,1
E00202,M**** C*******,Engineering,C0196,Quality-by-Design Engineer,Senior,High School,Remote,No,4.0,5.0,2.0,59.0,No,Phone,Turkish,2024-05-25,2024-06-12,F**** O*******,Yes,CRM,1
E00203,K**** K*******,IT,C0081,Network Engineer,Director,Bachelor,Office,No,0.0,13.0,1.0,91.0,Yes,Email,Turkish,2024-04-27,2024-05-19,A**** Y*******,Yes,LinkedIn,0
E00204,K**** O*******,Operations,C0316,Data Centre Operator,Mid,Master,Office,Yes,5.0,5.0,0.0,51.0,No,Phone,Turkish,2024-04-14,2024-05-05,C**** D*******,Yes,CRM,1
E00205,C**** A*******,IT,C0305,Infrastructure Engineer,Junior,Bachelor,Office,Yes,1.0,1.0,2.0,50.0,No,Phone,Turkish,2024-03-02,2024-03-17,G**** R*******,Yes,CRM,1
E00206,A**** Y*******,IT,C0284,Software Developer,Senior,High School,Field,No,4.0,8.0,2.0,65.0,No,Phone,English,2024-07-27,2024-08-17,C**** D*******,Yes,CRM,1
E00207,E**** K*******,Production,C0345,Production Engineer,Senior,PhD,Factory,Yes,1.0,11.0,0.0,84.0,Yes,Email,Turkish,2024-08-03,2024-08-24,H**** N*******,Yes,CRM,1
E00208,L**** D*******,Sales,C0531,Sales Executive,Junior,Bachelor,Office,No,24.0,0.0,2.0,59.0,No,Phone,English,2024-04-12,2024-04-23,C**** D*******,Yes,Webinar,1
E00209,T**** Y*******,IT,C0453,Systems Engineer,Mid,Master,Field,No,6.0,3.0,2.0,41.0,No,Phone,Turkish,2024-03-27,2024-04-06,E**** T*******,Yes,CRM,1
E00210,T**** C*******,Sales,C0431,Key Account Executive,Mid,PhD,Office,Yes,21.0,5.0,3.0,89.0,Yes,Phone,Turkish,2024-03-22,2024-04-02,E**** T*******,No,LinkedIn,1
E00211,L**** A*******,Production,C0170,Production Engineer,Senior,Bachelor,Field,Yes,1.0,10.0,1.0,64.0,Yes,Email,English,2024-04-07,2024-05-05,D**** S*******,Yes,CRM,1
E00212,Z**** D*******,Marketing,C0418,Brand Manager,Mid,Master,Office,Yes,6.0,4.0,1.0,49.0,No,Phone,English,2024-08-15,2024-09-09,B**** K*******,No,Email Campaign,1
E00213,B**** C*******,Marketing,C0236,Marketing Specialist,Mid,Bachelor,Office,Yes,24.0,4.0,5.0,75.0,No,Email,English,2024-01-22,2024-02-07,H**** N*******,Yes,Email Campaign,1
E00214,D**** C*******,Procurement,C0070,Procurement Specialist,Senior,Master,Office,No,4.0,7.0,2.0,65.0,No,Phone,Turkish,2024-07-04,2024-07-10,A**** Y*******,Yes,LinkedIn,1
E00215,D**** A*******,Management,C0358,Operations Manager,Mid,Master,Remote,Yes,11.0,6.0,0.0,35.0,No,Email,Turkish,2024-05-30,2024-06-19,D**** S*******,Yes,Webinar,1
E00216,B**** G*******,IT,C0262,Infrastructure Engineer,Senior,Bachelor,Field,No,0.0,5.0,1.0,44.0,No,LinkedIn,English,2024-06-09,2024-06-20,D**** S*******,Yes,Webinar,0
E00217,B**** P*******,Production,C0166,Production Engineer,Junior,Master,Factory,Yes,2.0,1.0,1.0,22.0,No,Phone,English,2024-01-05,2024-01-14,G**** R*******,Yes,CRM,1
E00218,E**** D*******,Marketing,C0665,Brand Manager,Senior,Master,Office,Yes,34.0,9.0,2.0,65.0,No,Email,Turkish,2024-09-02,2024-09-10,H**** N*******,Yes,Webinar,1
E00219,Z**** A*******,Engineering,C0681,Mechanical Engineer,Mid,Bachelor,Office,No,2.0,2.0,1.0,94.0,No,Email,English,2024-08-18,2024-09-15,D**** S*******,Yes,LinkedIn,1
E00220,B**** K*******,Procurement,C0059,Procurement Analyst,Junior,Bachelor,Remote,Yes,4.0,0.0,0.0,63.0,No,Phone,Turkish,2024-07-11,2024-07-31,F**** O*******,Yes,CRM,1
E00221,E**** A*******,Engineering,C0340,Process Engineer,Senior,Master,Office,Yes,3.0,5.0,1.0,61.0,No,LinkedIn,English,2024-02-11,2024-02-17,D**** S*******,Yes,LinkedIn,1
E00222,A**** U*******,Production,C0368,Plant Supervisor,Junior,Master,Factory,No,5.0,1.0,2.0,58.0,No,Email,Turkish,2024-05-26,2024-06-19,E**** T*******,Yes,CRM,1
E00223,K**** G*******,IT,C0547,Network Engineer,Junior,Master,Office,No,4.0,2.0,2.0,42.0,No,Email,English,2024-07-09,2024-07-18,H**** N*******,Yes,CRM,1
E00224,O**** Y*******,Sales,C0596,Territory Sales Rep,Mid,Master,Field,No,33.0,5.0,3.0,76.0,No,Email,Turkish,2024-04-11,2024-05-07,C**** D*******,Yes,Email Campaign,1
E00225,N**** K*******,Production,C0679,Plant Supervisor,Mid,Bachelor,Office,No,1.0,3.0,1.0,49.0,No,Email,Turkish,2024-06-11,2024-07-04,E**** T*******,Yes,CRM,1
E00226,S**** A*******,Sales,C0183,Key Account Executive,Mid,Bachelor,Factory,No,31.0,2.0,2.0,84.0,Yes,Phone,Turkish,2024-05-13,2024-05-20,C**** D*******,Yes,Email Campaign,1
E00227,S**** C*******,Procurement,C0499,Procurement Manager,Mid,High School,Office,Yes,1.0,3.0,1.0,53.0,No,LinkedIn,Turkish,2024-05-25,2024-06-15,E**** T*******,Yes,CRM,1
E00228,B**** A*******,IT,C0510,Infrastructure Engineer,Mid,Master,Office,Yes,0.0,4.0,2.0,45.0,No,Email,English,2024-06-02,2024-06-09,D**** S*******,Yes,CRM,0
E00229,K**** Y*******,Sales,C0542,Sales Executive,Mid,PhD,Office,No,19.0,6.0,3.0,79.0,No,Phone,English,2024-01-15,2024-01-20,C**** D*******,Yes,CRM,1
E00230,C**** K*******,Procurement,C0043,Strategic Buyer,Mid,Bachelor,Office,Yes,2.0,4.0,1.0,50.0,Yes,Phone,Turkish,2024-03-29,2024-04-04,G**** R*******,Yes,Webinar,1
E00231,B**** D*******,Marketing,C0694,Growth Marketer,Mid,Master,Office,No,23.0,2.0,4.0,61.0,No,Phone,Turkish,2024-02-16,2024-02-23,G**** R*******,Yes,CRM,1
E00232,K**** G*******,Quality,C0464,QA Technician,Mid,Master,Office,Yes,2.0,5.0,2.0,40.0,No,Phone,English,2024-05-13,2024-06-10,A**** Y*******,Yes,LinkedIn,1
E00233,K**** S*******,Management,C0566,Operations Director,Mid,Bachelor,Office,No,6.0,3.0,1.0,35.0,No,Email,Turkish,2024-07-27,2024-08-13,A**** Y*******,Yes,CRM,1
E00234,E**** K*******,Procurement,C0428,Procurement Analyst,Mid,Bachelor,Office,No,5.0,6.0,2.0,53.0,No,Phone,Turkish,2024-01-01,2024-01-28,A**** Y*******,Yes,CRM,1
E00235,K**** C*******,Production,C0605,Plant Supervisor,Mid,High School,Office,Yes,7.0,2.0,0.0,50.0,No,Email,English,2024-01-23,2024-02-12,E**** T*******,Yes,CRM,1
E00236,C**** A*******,Quality,C0447,QA Specialist,Junior,Bachelor,Office,No,8.0,2.0,0.0,64.0,No,Phone,Turkish,2024-02-21,2024-03-05,C**** D*******,Yes,CRM,1
E00237,S**** K*******,Operations,C0052,Operations Analyst,Junior,Bachelor,Office,Yes,5.0,0.0,0.0,41.0,No,Email,English,2024-03-21,2024-03-28,D**** S*******,Yes,CRM,1
E00238,L**** A*******,Procurement,C0293,Procurement Manager,Junior,Bachelor,Office,Yes,0.0,1.0,0.0,71.0,No,Phone,English,2024-01-16,2024-02-12,F**** O*******,Yes,Webinar,0
E00239,E**** Y*******,Sales,C0373,Territory Sales Rep,Senior,Bachelor,Office,No,25.0,10.0,2.0,56.0,No,Phone,Turkish,2024-06-25,2024-07-01,A**** Y*******,Yes,CRM,1
E00240,O**** K*******,Quality,C0638,QA jpecialist,Senior,High School,Factory,No,0.0,7.0,0.0,87.0,Yes,Phone,Turkish,2024-02-11,2024-02-18,C**** D*******,yes,CRM,0
E00241,A**** A*******,Marketing,C0437,Brand Manager,Mid,Bachelor,Office,No,13.0,4.0,1.0,37.0,No,Phone,Turkish,2024-09-09,2024-09-25,E**** T*******,Yes,Email Campaign,1
E00242,C**** Y*******,Quality,C0447,QA Technician,Senior,PhD,Office,No,6.0,7.0,0.0,73.0,No,LinkedIn,Turkish,2024-03-22,2024-04-11,H**** N*******,Yes,CRM,1
E00243,B**** K*******,Marketing,C0061,Growth Marketer,Junior,Bachelor,Office,No,24.0,0.0,5.0,63.0,Yes,Email,Turkish,2024-09-09,2024-09-29,A**** Y*******,Yes,CRM,1
E00244,E**** U*******,IT,C0331,Infrastructure Engineer,Director,Bachelor,Remote,Yes,2.0,17.0,0.0,62.0,Yes,Email,Turkish,2024-07-24,2024-08-17,E**** T*******,Yes,Webinar,1
E00245,E**** A*******,Engieering,C0596,PROCESS ENGINEER,Mid,,Remote,Yes,7.0,2.0,1.0,45.0,No,Email,English,2024-06-12,2024-06-19,G**** R*******,Yes,CRM,1
E00246,N**** K*******,IT,C0235,Infrastructure Engineer,Mid,Master,Field,No,2.0,3.0,2.0,57.0,No,Email,English,2024-08-03,2024-08-31,E**** T*******,Yes,CRM,1
E00247,B**** C*******,Production,C0690,Production Planner,Mid,Bachelor,Office,Yes,8.0,3.0,1.0,37.0,No,Phone,English,2024-03-31,2024-04-25,G**** R*******,Yes,Webinar,1
E00248,Z**** K*******,Marketing,C0241,Marketing Specialist,Mid,Bachelor,Office,No,17.0,6.0,4.0,52.0,No,Phone,English,2024-07-27,2024-08-05,E**** T*******,Yes,CRM,1
E00249,Z**** A*******,Management,C0432,Country Manager,Junior,Bachelor,Factory,No,1.0,1.0,1.0,39.0,No,Phone,Turkish,2024-01-05,2024-01-23,H**** N*******,Yes,CRM,1
E00250,E**** K*******,Engineering,C0515,Quality-by-Design Engineer,Senior,Master,Remote,No,0.0,7.0,1.0,63.0,No,Email,Turkish,2024-05-31,2024-06-05,F**** O*******,Yes,CRM,0
E00251,C**** D*******,Engineering,C0213,Process Engineer,Senior,Bachelor,Field,Yes,2.0,8.0,0.0,68.0,No,Phone,English,2024-03-08,2024-03-28,E**** T*******,Yes,LinkedIn,1
E00252,Z**** K*******,Management,C0025,Plant Manager,Senior,Bachelor,Factory,Yes,2.0,11.0,2.0,100.0,Yes,Email,Turkish,2024-08-28,2024-09-26,E**** T*******,Yes,Webinar,1
E00253,L**** K*******,Engineering,C0614,Electrical Engineer,Mid,PhD,Office,Yes,5.0,6.0,1.0,52.0,No,Phone,Turkish,2024-04-03,2024-04-30,D**** S*******,Yes,CRM,1
E00254,B**** G*******,Marketing,C0605,Brand Manager,Mid,Bachelor,Office,Yes,30.0,6.0,3.0,49.0,No,Email,Turkish,2024-05-09,2024-05-25,A**** Y*******,Yes,Fair,1
E00255,**** K*******,Management,C0519,Operations Manager,Senior,Bachelor,FACTORY,Yes,4.0,5.0,,57.0,Yes,Email,,2024-09-22,2024-09-29,C**** D*******,Yes,Email Campaign,1
E00256,E**** A*******,Quality,C0719,Quality Assurance Lead,Senior,Bachelor,Field,Yes,5.0,6.0,0.0,77.0,No,Phone,English,2024-04-01,2024-04-26,F**** O*******,Yes,CRM,1
E00257,S**** Y*******,Marketing,C0259,Digital Marketing Executive,Mid,Master,Factory,Yes,22.0,5.0,1.0,51.0,No,Phone,Turkish,2024-08-04,2024-08-18,E**** T*******,Yes,LinkedIn,1
E00258,T**** D*******,IT,C0231,Infrastructure Engineer,Director,Master,Office,Yes,0.0,12.0,2.0,61.0,No,Email,Turkish,2024-01-01,2024-01-18,F**** O*******,Yes,Email Campaign,0
E00259,O**** Y*******,Sales,C0195,Territory Sales Rep,Mid,Bachelor,Office,Yes,8.0,3.0,2.0,46.0,No,Email,Turkish,2024-06-15,2024-06-24,G**** R*******,Yes,CRM,1
E00260,K**** S*******,Engineering,C0289,Mechanical Engineer,Mid,Bachelor,Office,No,3.0,6.0,2.0,30.0,No,Phone,Turkish,2024-07-30,2024-08-23,F**** O*******,Yes,Fair,1
E00261,C**** Y*******,Sales,C0491,Sales Executive,Mid,High School,Remote,Yes,15.0,5.0,4.0,56.0,Yes,Phone,Turkish,2024-06-29,2024-07-20,C**** D*******,Yes,Webinar,1
E00262,A**** P*******,Procurement,C0484,Procurement Manager,Mid,Master,Office,No,1.0,5.0,1.0,56.0,Yes,LinkedIn,Turkish,2024-02-06,2024-02-19,E**** T*******,Yes,CRM,1
E00263,A**** D*******,Quality,C0344,Quality Assurance Lead,Senior,High School,Office,No,3.0,6.0,2.0,60.0,Yes,Email,Turkish,2024-04-13,2024-04-25,G**** R*******,Yes,CRM,1
E00264,M**** A*******,Marketing,C0590,Brand Manager,Mid,Bachelor,Factory,No,18.0,6.0,3.0,44.0,No,Phone,English,2024-06-18,2024-06-24,F**** O*******,Yes,CRM,1
E00265,B**** A*******,Production,C0570,Production Planner,JUNIOR,master,Office,Yes,3.0,0.0,2.0,47.0,No,Phone,Turkish,2024-09-05,2024-09-18,A**** Y*******,yes,zair,1
E00266,L**** Y*******,IT,C0215,Network Engineer,Junior,Master,Office,Yes,7.0,2.0,2.0,31.0,No,Email,English,2024-02-26,2024-03-23,A**** Y*******,Yes,Fair,1
E00267,A**** C*******,Eigineering,C0722,Electrical Engineer,MID,PhD,Field,Yes,3.0,2.0,0.0,42.0,No,Phone,English,2024-03-26,2024-04-06,B**** K*******,No,,1
E00268,S**** P*******,IT,C0462,Network Engineer,Senior,Bachelor,Office,No,1.0,9.0,2.0,47.0,No,LinkedIn,Turkish,2024-03-25,2024-04-01,B**** K*******,Yes,CRM,1
E00269,B**** A*******,Quality,C0473,Quality Assurance Lead,Junior,High School,Office,Yes,2.0,2.0,0.0,49.0,No,Phone,English,2024-04-16,2024-05-16,H**** N*******,Yes,Email Campaign,1
E00270,E****A*******,Operations,C0151,operations analyst,Senior,Bachelor,Factory,No,0.0,6.0,2.0,77.0,Yes,LinkedIn,Turkish,2024-02-20,2024-03-17,D**** S*******,Yes,Email Campaign,0
E00271,A**** Y*******,Procurement,C0674,Strategic Buyer,Mid,Bachelor,Remote,No,2.0,5.0,2.0,75.0,Yes,Email,Turkish,2024-06-26,2024-07-11,D**** S*******,Yes,CRM,1
E00272,E**** C****q**,Procurement,C0547,Procurement Specialist,Mid,master,Office,No,0.0,,1.0,53.0,No,Phone,Turkish,2024-08-30,2024-09-04,H**** N*******,Yes,CRM,0
